record_id,factory_id,factory_name,latitude,longitude,production_line,machine_id,machine_type,timestamp,shift,units_produced,machine_hours,defects,defect_level,operator_id,operator_notes,date
R00627,F001,North Plant,28.7242423,77.10887477,Line-B,F001_Line-B_CNC_1,CNC,31-01-2025 14:59,Evening,131,8.65,4,Medium,OP039,normal operation,31-01-2025
R00628,F001,North Plant,28.7037341,77.1090965,Line-A,F001_Line-A_Press_1,Press,12-02-2025 10:33,Evening,74,6.11,2,Low,OP040,calibration,12-02-2025
R00629,F001,North Plant,28.70495957,77.09662846,Line-B,F001_Line-B_Lathe_6,Lathe,09-01-2025 20:10,Day,65,6.98,4,Medium,OP002,normal operation,09-01-2025
R00630,F001,North Plant,28.69530203,77.08790578,Line-C,F001_Line-C_Lathe_3,Lathe,15-01-2025 17:07,Day,87,8.62,4,Medium,OP034,misalignment sensor,15-01-2025
R00631,F001,North Plant,28.69471912,77.10042658,Line-B,F001_Line-B_Lathe_7,Lathe,17-03-2025 19:32,Night,65,7.37,4,Medium,OP007,normal operation,17-03-2025
R00632,F002,East Plant,19.06700961,72.87411822,Line-B,F002_Line-B_Press_3,Press,26-02-2025 04:17,Evening,74,5.69,1,Low,OP041,normal operation,26-02-2025
R00633,F002,East Plant,19.08591995,72.87403512,Line-C,F002_Line-C_Press_9,Press,31-03-2025 03:43,Evening,131,9.8,3,Medium,OP040,normal operation,31-03-2025
R00634,F002,East Plant,19.08323967,72.86586989,Line-A,F002_Line-A_Lathe_3,Lathe,18-02-2025 16:39,Evening,94,8.87,3,Medium,OP020,normal operation,18-02-2025
R00635,F003,South Plant,12.9870917,77.60250126,Line-C,F003_Line-C_CNC_3,CNC,01-01-2025 12:44,Evening,81,4.61,2,Low,OP045,misalignment sensor vibration,01-01-2025
R00636,F002,East Plant,19.07776946,72.87447819,Line-C,F002_Line-C_CNC_10,CNC,10-02-2025 22:03,Evening,114,8,3,Medium,OP040,normal operation,10-02-2025
R00637,F001,North Plant,28.70639902,77.09734944,Line-C,F001_Line-C_Lathe_8,Lathe,20-01-2025 14:38,Day,53,5.09,2,Low,OP022,normal operation,20-01-2025
R00638,F003,South Plant,12.96880928,77.57720373,Line-A,F003_Line-A_CNC_6,CNC,23-01-2025 12:39,Day,132,9.43,2,Low,OP041,normal operation,23-01-2025
R00639,F001,North Plant,28.72403691,77.09305013,Line-C,F001_Line-C_Lathe_6,Lathe,28-02-2025 00:05,Evening,91,8.62,0,None,OP001,normal operation,28-02-2025
R00640,F002,East Plant,19.06931857,72.87963379,Line-A,F002_Line-A_CNC_2,CNC,14-02-2025 19:06,Day,107,7.2,2,Low,OP017,power,14-02-2025
R00641,F003,South Plant,12.96778121,77.60965791,Line-A,F003_Line-A_CNC_8,CNC,23-02-2025 08:28,Evening,108,7.62,4,Medium,OP011,normal operation,23-02-2025
R00642,F002,East Plant,19.07824417,72.88271791,Line-B,F002_Line-B_Robot_6,Robot,13-03-2025 14:28,Day,155,8.34,2,Low,OP025,none,13-03-2025
R00643,F002,East Plant,19.06156443,72.88456875,Line-C,F002_Line-C_Lathe_4,Lathe,21-01-2025 20:20,Evening,54,5.6,0,None,OP029,power,21-01-2025
R00644,F001,North Plant,28.70593799,77.0983561,Line-B,F001_Line-B_CNC_5,CNC,15-01-2025 10:06,Day,113,7.74,2,Low,OP005,misalignment sensor,15-01-2025
R00645,F001,North Plant,28.70241615,77.09923988,Line-B,F001_Line-B_CNC_2,CNC,13-03-2025 16:16,Day,123,8.72,2,Low,OP006,normal operation,13-03-2025
R00646,F002,East Plant,19.0821224,72.88168095,Line-C,F002_Line-C_Milling_8,Milling,05-01-2025 08:30,Day,86,8.64,1,Low,OP028,normal operation,05-01-2025
R00647,F003,South Plant,12.96377401,77.60167032,Line-A,F003_Line-A_Lathe_7,Lathe,23-01-2025 02:48,Day,102,9.83,8,High,OP004,normal operation,23-01-2025
R00648,F001,North Plant,28.6848022,77.09852809,Line-B,F001_Line-B_CNC_4,CNC,24-02-2025 12:44,Evening,87,5.64,3,Medium,OP045,normal operation,24-02-2025
R00649,F003,South Plant,12.96343598,77.60393584,Line-C,F003_Line-C_Milling_9,Milling,05-02-2025 04:39,Day,101,9.7,5,Medium,OP043,calibration lubrication,05-02-2025
R00650,F002,East Plant,19.07444632,72.85785956,Line-A,F002_Line-A_CNC_7,CNC,16-03-2025 20:14,Day,109,6.97,3,Medium,OP036,normal operation,16-03-2025
R00651,F002,East Plant,19.08314816,72.8836431,Line-A,F002_Line-A_CNC_1,CNC,25-02-2025 04:50,Day,80,5.12,3,Medium,OP006,overheat lubrication,25-02-2025
R00652,F003,South Plant,12.9691522,77.59951669,Line-C,F003_Line-C_Lathe_4,Lathe,13-01-2025 20:33,Day,90,8.15,5,Medium,OP002,normal operation,13-01-2025
R00653,F001,North Plant,28.70138565,77.10442808,Line-A,F001_Line-A_Lathe_2,Lathe,03-03-2025 09:35,Evening,63,6.62,5,Medium,OP008,normal operation,03-03-2025
R00654,F002,East Plant,19.0774621,72.88899803,Line-B,F002_Line-B_Press_5,Press,13-01-2025 02:26,Night,74,6.69,4,Medium,OP042,normal operation,13-01-2025
R00655,F003,South Plant,12.97661859,77.58796431,Line-B,F003_Line-B_CNC_7,CNC,17-02-2025 17:31,Evening,124,8.57,2,Low,OP012,lubrication power,17-02-2025
R00656,F001,North Plant,28.71639368,77.1002945,Line-B,F001_Line-B_Press_5,Press,30-01-2025 03:04,Evening,83,8.02,1,Low,OP018,normal operation,30-01-2025
R00657,F003,South Plant,12.98327164,77.58634305,Line-A,F003_Line-A_CNC_2,CNC,12-01-2025 05:09,Day,132,8.47,5,Medium,OP043,normal operation,12-01-2025
R00658,F002,East Plant,19.07674693,72.88804999,Line-C,F002_Line-C_Press_10,Press,30-01-2025 19:07,Night,41,3.38,1,Low,OP036,normal operation,30-01-2025
R00659,F001,North Plant,28.69688551,77.10328489,Line-B,F001_Line-B_Robot_7,Robot,11-03-2025 06:40,Night,133,6.69,1,Low,OP044,normal operation,11-03-2025
R00660,F002,East Plant,19.0616952,72.88670929,Line-C,F002_Line-C_Robot_8,Robot,09-02-2025 20:14,Night,163,7.51,6,High,OP006,normal operation,09-02-2025
R00661,F002,East Plant,19.07406086,72.86607727,Line-C,F002_Line-C_CNC_10,CNC,10-03-2025 02:46,Day,97,6.9,1,Low,OP037,normal operation,10-03-2025
R00662,F003,South Plant,12.97714368,77.58083385,Line-C,F003_Line-C_CNC_8,CNC,23-01-2025 13:23,Day,137,8.67,2,Low,OP011,normal operation,23-01-2025
R00663,F001,North Plant,28.68225507,77.10523529,Line-A,F001_Line-A_CNC_7,CNC,11-01-2025 08:01,Night,87,6.21,1,Low,OP044,none vibration,11-01-2025
R00664,F001,North Plant,28.68662778,77.10344621,Line-C,F001_Line-C_CNC_10,CNC,04-02-2025 16:09,Evening,82,5.4,2,Low,OP021,normal operation,04-02-2025
R00665,F003,South Plant,12.95903353,77.59628513,Line-A,F003_Line-A_CNC_9,CNC,20-02-2025 13:05,Evening,57,3.71,0,None,OP036,normal operation,20-02-2025
R00666,F002,East Plant,19.10303028,72.87539338,Line-B,F002_Line-B_Press_1,Press,01-04-2025 08:18,Day,113,9.63,3,Medium,OP040,normal operation,01-04-2025
R00667,F003,South Plant,12.98718184,77.57754364,Line-C,F003_Line-C_Robot_2,Robot,24-02-2025 20:23,Day,188,8.93,0,None,OP010,normal operation,24-02-2025
R00668,F001,North Plant,28.69813105,77.08575531,Line-C,F001_Line-C_Lathe_2,Lathe,14-01-2025 23:38,Day,63,6.32,3,Medium,OP037,normal operation,14-01-2025
R00669,F001,North Plant,28.71340369,77.08783314,Line-B,F001_Line-B_Robot_6,Robot,23-02-2025 00:10,Night,128,5.52,0,None,OP017,lubrication jam,23-02-2025
R00670,F003,South Plant,12.95212885,77.58565859,Line-B,F003_Line-B_Lathe_8,Lathe,06-01-2025 00:14,Evening,48,5,2,Low,OP012,normal operation,06-01-2025
R00671,F002,East Plant,19.08131482,72.86687215,Line-B,F002_Line-B_CNC_10,CNC,29-03-2025 18:09,Evening,111,7.19,1,Low,OP045,calibration sensor,29-03-2025
R00672,F001,North Plant,28.70251349,77.1046758,Line-B,F001_Line-B_Robot_6,Robot,31-03-2025 04:58,Evening,120,6.17,1,Low,OP016,jam,31-03-2025
R00673,F003,South Plant,12.98431065,77.58479938,Line-B,F003_Line-B_Milling_6,Milling,03-01-2025 13:30,Day,71,5.99,1,Low,OP022,normal operation,03-01-2025
R00674,F002,East Plant,19.08581533,72.88044913,Line-B,F002_Line-B_CNC_8,CNC,31-03-2025 12:57,Evening,115,7.71,1,Low,OP044,normal operation,31-03-2025
R00675,F001,North Plant,28.69010922,77.08729713,Line-A,F001_Line-A_CNC_8,CNC,11-02-2025 09:10,Day,110,6.2,4,Medium,OP018,normal operation,11-02-2025
R00676,F003,South Plant,12.94662153,77.59772996,Line-B,F003_Line-B_Lathe_2,Lathe,26-01-2025 09:30,Evening,92,9.71,1,Low,OP029,normal operation,26-01-2025
R00677,F001,North Plant,28.70585453,77.10461627,Line-B,F001_Line-B_Lathe_9,Lathe,19-02-2025 12:51,Day,79,7.82,3,Medium,OP004,vibration power jam,19-02-2025
R00678,F001,North Plant,28.70295242,77.10796016,Line-A,F001_Line-A_Press_9,Press,21-02-2025 11:06,Day,110,9.04,2,Low,OP009,normal operation,21-02-2025
R00679,F003,South Plant,12.97318821,77.60451327,Line-C,F003_Line-C_CNC_4,CNC,27-01-2025 10:03,Day,120,7.68,3,Medium,OP004,normal operation,27-01-2025
R00680,F001,North Plant,28.69741697,77.1133187,Line-A,F001_Line-A_Press_6,Press,26-01-2025 16:41,Day,87,5.9,3,Medium,OP018,normal operation,26-01-2025
R00681,F002,East Plant,19.06857141,72.86309415,Line-B,F002_Line-B_Press_2,Press,30-03-2025 17:07,Night,105,7.92,6,High,OP002,normal operation,30-03-2025
R00682,F001,North Plant,28.69881463,77.11092176,Line-B,F001_Line-B_Press_8,Press,23-01-2025 21:57,Day,104,8.04,2,Low,OP031,normal operation,23-01-2025
R00683,F003,South Plant,12.97329767,77.58538007,Line-C,F003_Line-C_Press_3,Press,04-02-2025 07:25,Day,108,7.85,6,High,OP048,normal operation,04-02-2025
R00684,F003,South Plant,12.97497956,77.58867759,Line-A,F003_Line-A_CNC_7,CNC,08-01-2025 21:27,Evening,108,7.61,1,Low,OP011,calibration vibration sensor,08-01-2025
R00685,F001,North Plant,28.69647268,77.11636308,Line-A,F001_Line-A_Lathe_4,Lathe,05-02-2025 18:15,Night,64,6.35,2,Low,OP042,misalignment misalignment,05-02-2025
R00686,F003,South Plant,12.96074175,77.61574175,Line-A,F003_Line-A_Robot_1,Robot,03-03-2025 17:45,Evening,167,7.15,0,None,OP009,normal operation,03-03-2025
R00687,F003,South Plant,12.97595732,77.60017787,Line-A,F003_Line-A_Lathe_1,Lathe,30-01-2025 03:51,Day,82,8.58,2,Low,OP017,overheat sensor jam,30-01-2025
R00688,F002,East Plant,19.07712422,72.87395982,Line-C,F002_Line-C_Milling_5,Milling,25-02-2025 05:11,Evening,85,7.88,4,Medium,OP025,normal operation,25-02-2025
R00689,F002,East Plant,19.07072114,72.87858412,Line-B,F002_Line-B_CNC_8,CNC,08-02-2025 15:28,Evening,113,8.19,1,Low,OP044,overheat overheat power,08-02-2025
R00690,F003,South Plant,12.976625,77.58569251,Line-B,F003_Line-B_Lathe_1,Lathe,08-03-2025 18:48,Night,65,6.97,6,High,OP043,power sensor,08-03-2025
R00691,F003,South Plant,12.97980232,77.60277306,Line-C,F003_Line-C_Lathe_5,Lathe,08-02-2025 09:46,Day,81,7.74,1,Low,OP044,calibration,08-02-2025
R00692,F002,East Plant,19.05359153,72.87775636,Line-A,F002_Line-A_Press_5,Press,24-03-2025 17:54,Day,124,9.74,4,Medium,OP021,normal operation,24-03-2025
R00693,F002,East Plant,19.0767451,72.88795632,Line-B,F002_Line-B_Lathe_5,Lathe,26-01-2025 16:21,Evening,45,4.32,3,Medium,OP010,normal operation,26-01-2025
R00694,F003,South Plant,12.96324311,77.6055722,Line-A,F003_Line-A_Robot_10,Robot,23-02-2025 22:02,Evening,155,8.91,2,Low,OP043,power overheat,23-02-2025
R00695,F003,South Plant,12.96325571,77.61196943,Line-A,F003_Line-A_Lathe_8,Lathe,08-02-2025 16:27,Day,70,6.83,3,Medium,OP017,normal operation,08-02-2025
R00696,F002,East Plant,19.06919131,72.85891821,Line-B,F002_Line-B_Press_1,Press,16-03-2025 08:07,Day,126,9.41,1,Low,OP046,lubrication misalignment vibration,16-03-2025
R00697,F001,North Plant,28.70284707,77.09647581,Line-B,F001_Line-B_Lathe_4,Lathe,30-03-2025 12:04,Day,47,4.92,0,None,OP035,normal operation,30-03-2025
R00698,F003,South Plant,12.95591524,77.58323099,Line-B,F003_Line-B_Milling_6,Milling,07-03-2025 14:26,Day,92,9.02,3,Medium,OP020,normal operation,07-03-2025
R00699,F001,North Plant,28.70685694,77.09919616,Line-C,F001_Line-C_Robot_3,Robot,08-02-2025 04:56,Evening,164,8.48,1,Low,OP007,normal operation,08-02-2025
R00700,F002,East Plant,19.09478847,72.88490081,Line-A,F002_Line-A_Lathe_9,Lathe,24-01-2025 16:04,Day,78,8.46,5,Medium,OP044,normal operation,24-01-2025
R00701,F002,East Plant,19.09072644,72.87912359,Line-C,F002_Line-C_CNC_6,CNC,30-01-2025 03:43,Evening,117,8.14,4,Medium,OP048,normal operation,30-01-2025
R00702,F002,East Plant,19.08351958,72.86955728,Line-B,F002_Line-B_Robot_6,Robot,18-02-2025 09:15,Day,180,9.57,1,Low,OP017,normal operation,18-02-2025
R00703,F003,South Plant,12.96155103,77.58421909,Line-B,F003_Line-B_Press_2,Press,04-03-2025 00:22,Day,114,9.21,3,Medium,OP004,normal operation,04-03-2025
R00704,F003,South Plant,12.97816741,77.5961676,Line-C,F003_Line-C_Lathe_10,Lathe,11-01-2025 19:52,Evening,65,6.02,2,Low,OP031,normal operation,11-01-2025
R00705,F001,North Plant,28.72379157,77.09717341,Line-C,F001_Line-C_CNC_7,CNC,09-03-2025 18:44,Night,88,5.37,1,Low,OP020,normal operation,09-03-2025
R00706,F002,East Plant,19.07210749,72.90151445,Line-A,F002_Line-A_Robot_3,Robot,18-01-2025 09:20,Night,97,4.87,0,None,OP013,power jam,18-01-2025
R00707,F002,East Plant,19.07655261,72.88381087,Line-C,F002_Line-C_Robot_8,Robot,19-01-2025 21:44,Evening,131,7.3,0,None,OP021,normal operation,19-01-2025
R00708,F003,South Plant,12.97192655,77.5892294,Line-A,F003_Line-A_Robot_8,Robot,13-02-2025 09:38,Night,162,7.08,0,None,OP041,misalignment,13-02-2025
R00709,F002,East Plant,19.07991675,72.86969741,Line-C,F002_Line-C_CNC_8,CNC,05-02-2025 07:29,Night,108,7.15,2,Low,OP014,vibration,05-02-2025
R00710,F003,South Plant,12.9603849,77.59497819,Line-A,F003_Line-A_Press_2,Press,17-01-2025 18:24,Night,91,7.44,1,Low,OP040,normal operation,17-01-2025
R00711,F002,East Plant,19.06124589,72.88792513,Line-C,F002_Line-C_Press_7,Press,03-03-2025 17:53,Evening,119,9.41,3,Medium,OP025,calibration,03-03-2025
R00712,F001,North Plant,28.70010535,77.10379187,Line-C,F001_Line-C_CNC_6,CNC,02-01-2025 07:03,Day,92,7.28,3,Medium,OP021,normal operation,02-01-2025
R00713,F003,South Plant,12.96074077,77.59149779,Line-A,F003_Line-A_CNC_1,CNC,23-03-2025 00:56,Evening,94,6.01,2,Low,OP047,normal operation,23-03-2025
R00714,F001,North Plant,28.70930756,77.09922194,Line-A,F001_Line-A_Lathe_6,Lathe,11-02-2025 01:41,Day,80,8.6,4,Medium,OP009,normal operation,11-02-2025
R00715,F001,North Plant,28.71429777,77.07881309,Line-B,F001_Line-B_Press_5,Press,22-01-2025 09:46,Day,107,8.33,4,Medium,OP005,normal operation,22-01-2025
R00716,F001,North Plant,28.69805093,77.10747788,Line-B,F001_Line-B_Milling_8,Milling,09-03-2025 15:11,Day,67,5.85,2,Low,OP039,normal operation,09-03-2025
R00717,F003,South Plant,12.95356596,77.60553123,Line-B,F003_Line-B_Press_3,Press,14-02-2025 10:57,Evening,102,7.55,1,Low,OP032,normal operation,14-02-2025
R00718,F002,East Plant,19.07442162,72.88078292,Line-A,F002_Line-A_CNC_7,CNC,03-01-2025 23:08,Evening,99,6.1,2,Low,OP015,normal operation,03-01-2025
R00719,F001,North Plant,28.70318032,77.09168086,Line-C,F001_Line-C_Milling_4,Milling,03-01-2025 15:59,Night,74,7.6,4,Medium,OP038,power misalignment calibration,03-01-2025
R00720,F001,North Plant,28.69370366,77.10671085,Line-A,F001_Line-A_Press_1,Press,18-02-2025 19:16,Day,101,8.04,5,Medium,OP041,normal operation,18-02-2025
R00721,F002,East Plant,19.07005789,72.87153857,Line-C,F002_Line-C_Lathe_10,Lathe,08-01-2025 02:36,Day,98,9.86,5,Medium,OP043,normal operation,08-01-2025
R00722,F001,North Plant,28.7086147,77.11237735,Line-C,F001_Line-C_Robot_1,Robot,30-03-2025 08:39,Day,173,8.98,2,Low,OP008,normal operation,30-03-2025
R00723,F002,East Plant,19.08558816,72.88897686,Line-B,F002_Line-B_Press_9,Press,02-02-2025 13:26,Day,81,6.31,1,Low,OP031,normal operation,02-02-2025
R00724,F003,South Plant,12.99233779,77.58673696,Line-A,F003_Line-A_CNC_1,CNC,08-02-2025 18:27,Evening,127,8.9,0,None,OP027,normal operation,08-02-2025
R00725,F003,South Plant,12.98393406,77.59452311,Line-A,F003_Line-A_Lathe_5,Lathe,22-03-2025 13:30,Evening,50,6.16,2,Low,OP039,normal operation,22-03-2025
R00726,F003,South Plant,12.96622423,77.60583039,Line-A,F003_Line-A_Press_2,Press,07-03-2025 19:32,Day,126,10.68,2,Low,OP047,normal operation,07-03-2025
R00727,F003,South Plant,12.97299029,77.59414877,Line-A,F003_Line-A_CNC_2,CNC,05-03-2025 07:22,Day,134,8.88,2,Low,OP013,normal operation,05-03-2025
R00728,F003,South Plant,12.9704458,77.57876392,Line-A,F003_Line-A_Robot_9,Robot,26-01-2025 10:34,Evening,141,7.54,1,Low,OP023,normal operation,26-01-2025
R00729,F003,South Plant,12.95178036,77.57960819,Line-B,F003_Line-B_CNC_1,CNC,14-03-2025 12:50,Day,136,8.03,2,Low,OP032,normal operation,14-03-2025
R00730,F001,North Plant,28.68430702,77.10101806,Line-C,F001_Line-C_Milling_6,Milling,01-02-2025 16:58,Night,94,8.67,3,Medium,OP001,normal operation,01-02-2025
R00731,F001,North Plant,28.70238326,77.11348485,Line-C,F001_Line-C_CNC_2,CNC,15-03-2025 19:52,Day,110,7.89,6,High,OP043,normal operation,15-03-2025
R00732,F002,East Plant,19.06333103,72.88208668,Line-A,F002_Line-A_Milling_9,Milling,11-01-2025 07:57,Evening,82,7.16,2,Low,OP047,normal operation,11-01-2025
R00733,F003,South Plant,12.95569858,77.58795349,Line-A,F003_Line-A_Milling_4,Milling,02-03-2025 06:21,Evening,80,6.14,6,High,OP019,normal operation,02-03-2025
R00734,F002,East Plant,19.07234323,72.88274271,Line-B,F002_Line-B_CNC_3,CNC,06-01-2025 10:57,Day,136,8.15,3,Medium,OP019,none misalignment,06-01-2025
R00735,F003,South Plant,12.97204818,77.59993274,Line-B,F003_Line-B_Press_2,Press,14-01-2025 10:41,Night,106,9.22,0,None,OP049,normal operation,14-01-2025
R00736,F001,North Plant,28.71175498,77.09101323,Line-A,F001_Line-A_Robot_3,Robot,12-02-2025 15:08,Evening,136,6.16,5,Medium,OP023,calibration none,12-02-2025
R00737,F003,South Plant,12.95756125,77.56207141,Line-B,F003_Line-B_Robot_2,Robot,18-02-2025 03:27,Day,158,7.9,5,Medium,OP022,sensor,18-02-2025
R00738,F001,North Plant,28.70007995,77.10971227,Line-B,F001_Line-B_Press_8,Press,05-02-2025 06:02,Day,102,8.93,2,Low,OP025,power none lubrication,05-02-2025
R00739,F002,East Plant,19.09325527,72.88522302,Line-B,F002_Line-B_Lathe_3,Lathe,15-01-2025 10:02,Day,82,8.41,1,Low,OP009,lubrication calibration calibration,15-01-2025
R00740,F003,South Plant,12.982221,77.59368188,Line-A,F003_Line-A_Milling_3,Milling,16-01-2025 08:20,Day,103,9.86,3,Medium,OP027,normal operation,16-01-2025
R00741,F003,South Plant,12.97454986,77.58261508,Line-B,F003_Line-B_Robot_8,Robot,24-01-2025 12:51,Day,187,9.5,3,Medium,OP040,vibration jam,24-01-2025
R00742,F002,East Plant,19.08847073,72.88638065,Line-C,F002_Line-C_CNC_3,CNC,04-03-2025 06:40,Day,80,5.26,0,None,OP032,normal operation,04-03-2025
R00743,F001,North Plant,28.71041026,77.11134597,Line-B,F001_Line-B_Press_2,Press,05-02-2025 09:46,Day,90,7.06,2,Low,OP042,normal operation,05-02-2025
R00744,F002,East Plant,19.08531306,72.87714379,Line-A,F002_Line-A_Lathe_9,Lathe,15-03-2025 15:09,Night,48,4.61,1,Low,OP047,normal operation,15-03-2025
R00745,F003,South Plant,12.9722835,77.61160429,Line-A,F003_Line-A_Milling_6,Milling,09-03-2025 01:26,Evening,79,6.79,5,Medium,OP034,power none misalignment,09-03-2025
R00746,F003,South Plant,12.96820689,77.59418663,Line-C,F003_Line-C_CNC_4,CNC,03-03-2025 16:57,Day,91,5.88,2,Low,OP023,normal operation,03-03-2025
R00747,F003,South Plant,12.97531736,77.60538431,Line-C,F003_Line-C_Lathe_3,Lathe,14-03-2025 02:19,Night,47,4.48,1,Low,OP040,normal operation,14-03-2025
R00748,F001,North Plant,28.69893386,77.09226747,Line-A,F001_Line-A_Lathe_3,Lathe,06-03-2025 22:17,Night,65,6.16,4,Medium,OP031,jam lubrication,06-03-2025
R00749,F001,North Plant,28.71026422,77.10675133,Line-A,F001_Line-A_Robot_6,Robot,01-02-2025 06:40,Day,106,4.52,1,Low,OP022,normal operation,01-02-2025
R00750,F002,East Plant,19.07491861,72.88882101,Line-A,F002_Line-A_Press_9,Press,24-03-2025 07:38,Evening,89,6.98,0,None,OP025,normal operation,24-03-2025
R00751,F002,East Plant,19.04610607,72.86680156,Line-A,F002_Line-A_CNC_8,CNC,16-03-2025 13:25,Night,124,8.98,2,Low,OP029,normal operation,16-03-2025
R00752,F001,North Plant,28.72553007,77.09780236,Line-B,F001_Line-B_Press_2,Press,06-03-2025 11:42,Evening,100,7.93,5,Medium,OP048,normal operation,06-03-2025
R00753,F003,South Plant,12.96794817,77.58956756,Line-A,F003_Line-A_CNC_7,CNC,06-01-2025 04:38,Day,143,8.96,2,Low,OP036,none none calibration,06-01-2025
R00754,F001,North Plant,28.70924048,77.11800631,Line-A,F001_Line-A_Robot_10,Robot,24-03-2025 19:27,Evening,86,5.02,1,Low,OP020,jam misalignment none,24-03-2025
R00755,F003,South Plant,12.99049323,77.60149897,Line-A,F003_Line-A_Lathe_8,Lathe,13-02-2025 06:58,Day,72,6.32,3,Medium,OP024,vibration,13-02-2025
R00756,F001,North Plant,28.68969264,77.09202849,Line-B,F001_Line-B_Press_10,Press,18-03-2025 08:26,Day,120,8.67,3,Medium,OP031,normal operation,18-03-2025
R00757,F003,South Plant,12.96069765,77.59317752,Line-C,F003_Line-C_Press_8,Press,16-01-2025 04:54,Day,103,8.37,3,Medium,OP007,lubrication jam misalignment,16-01-2025
R00758,F001,North Plant,28.69649636,77.09856388,Line-A,F001_Line-A_Press_5,Press,14-03-2025 03:14,Day,108,7.86,2,Low,OP034,misalignment calibration,14-03-2025
R00759,F003,South Plant,12.95580373,77.58868699,Line-A,F003_Line-A_CNC_3,CNC,06-03-2025 08:22,Day,93,6.04,0,None,OP009,normal operation,06-03-2025
R00760,F003,South Plant,12.97417253,77.59115523,Line-C,F003_Line-C_Lathe_2,Lathe,03-02-2025 11:57,Day,57,5.98,2,Low,OP040,normal operation,03-02-2025
R00761,F001,North Plant,28.70876446,77.10129492,Line-A,F001_Line-A_CNC_7,CNC,28-01-2025 13:30,Evening,114,7.93,1,Low,OP030,normal operation,28-01-2025
R00762,F001,North Plant,28.71274248,77.07542456,Line-C,F001_Line-C_Press_7,Press,07-01-2025 05:51,Night,78,6.66,7,High,OP041,normal operation,07-01-2025
R00763,F003,South Plant,12.97303765,77.5937529,Line-C,F003_Line-C_CNC_8,CNC,28-02-2025 14:00,Day,101,6.79,3,Medium,OP043,jam sensor power,28-02-2025
R00764,F003,South Plant,12.97249522,77.59527203,Line-A,F003_Line-A_Milling_1,Milling,10-03-2025 04:37,Evening,87,7.75,1,Low,OP048,misalignment,10-03-2025
R00765,F003,South Plant,12.98410645,77.60542017,Line-B,F003_Line-B_Robot_8,Robot,07-03-2025 09:50,Day,135,6.83,2,Low,OP050,normal operation,07-03-2025
R00766,F001,North Plant,28.69611696,77.08934582,Line-C,F001_Line-C_Lathe_3,Lathe,14-01-2025 20:29,Day,84,8.34,6,High,OP025,none sensor overheat,14-01-2025
R00767,F003,South Plant,12.94804474,77.60110077,Line-C,F003_Line-C_Robot_9,Robot,20-02-2025 01:19,Evening,118,5.52,1,Low,OP027,normal operation,20-02-2025
R00768,F003,South Plant,12.982084,77.59378933,Line-C,F003_Line-C_Robot_5,Robot,21-02-2025 07:46,Day,161,7.33,0,None,OP022,misalignment sensor,21-02-2025
R00769,F002,East Plant,19.0621823,72.86209502,Line-A,F002_Line-A_CNC_10,CNC,02-04-2025 07:04,Night,113,7,3,Medium,OP048,normal operation,02-04-2025
R00770,F003,South Plant,12.97774945,77.59969683,Line-B,F003_Line-B_Robot_9,Robot,11-02-2025 06:14,Day,145,8.09,0,None,OP046,normal operation,11-02-2025
R00771,F003,South Plant,12.96446526,77.57953387,Line-C,F003_Line-C_Lathe_4,Lathe,28-01-2025 15:31,Day,86,9.01,6,High,OP040,normal operation,28-01-2025
R00772,F003,South Plant,12.96895454,77.5982576,Line-B,F003_Line-B_Lathe_3,Lathe,25-03-2025 11:12,Day,64,5.92,2,Low,OP012,overheat vibration vibration,25-03-2025
R00773,F003,South Plant,12.97157694,77.59448354,Line-C,F003_Line-C_Lathe_2,Lathe,15-02-2025 18:21,Night,16,1.64,1,Low,OP036,normal operation,15-02-2025
R00774,F002,East Plant,19.09250573,72.87140788,Line-C,F002_Line-C_Lathe_7,Lathe,29-03-2025 06:00,Evening,80,6.94,3,Medium,OP048,normal operation,29-03-2025
R00775,F003,South Plant,12.96944651,77.60452957,Line-B,F003_Line-B_Robot_7,Robot,03-01-2025 01:27,Day,160,8.84,0,None,OP034,normal operation,03-01-2025
R00776,F001,North Plant,28.7109445,77.09828801,Line-A,F001_Line-A_Press_1,Press,27-03-2025 21:50,Night,72,6.36,0,None,OP004,normal operation,27-03-2025
R00777,F001,North Plant,28.72659438,77.09342386,Line-B,F001_Line-B_Robot_3,Robot,07-02-2025 18:16,Evening,121,5.24,1,Low,OP044,normal operation,07-02-2025
R00778,F002,East Plant,19.0673602,72.87643467,Line-A,F002_Line-A_Robot_5,Robot,28-01-2025 21:28,Day,167,7.88,1,Low,OP049,normal operation,28-01-2025
R00779,F003,South Plant,12.9885233,77.57133936,Line-A,F003_Line-A_Press_8,Press,14-01-2025 10:49,Day,113,8.33,3,Medium,OP040,normal operation,14-01-2025
R00780,F003,South Plant,12.99152037,77.61293897,Line-C,F003_Line-C_Lathe_4,Lathe,24-03-2025 18:10,Night,55,4.52,0,None,OP036,normal operation,24-03-2025
R00781,F002,East Plant,19.07893344,72.89595997,Line-A,F002_Line-A_Press_5,Press,30-03-2025 11:32,Day,111,8.88,1,Low,OP043,vibration,30-03-2025
R00782,F002,East Plant,19.08139168,72.90180121,Line-B,F002_Line-B_Press_6,Press,12-03-2025 17:55,Evening,99,8.38,1,Low,OP004,sensor,12-03-2025
